family,title,start_field,end_field,lam,threshold_c,dimension,span,convention,phase_signature,phase_label,source,polynomial,nodes,edges,components,cycle_rank,degree_sequence,total_edge_points,is_trivalent,interior_voxels,interior_fraction,interior_components,euler_characteristic,handle_rank,touches_boundary,boundary_faces,skeleton_voxels,surface_points,surface_cells,surface_open_edges,surface_nonmanifold_edges,surface_is_closed,field_min,field_max,field_mean,field_std,compact_level_min,compact_level_max,compact_level_mean,compact_level_std,exact_yamada_attempted,geometry_path,sample_seconds,skeleton_seconds,graph_seconds,yamada_seconds,surface_seconds,total_seconds,error,evaluation_kind,normalization,projection,is_subcubic,classification_computed,component_count_matches,void_components
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.0,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","yamada:Mul(Add(Pow(Symbol('Y'), Integer(2)), Integer(1)), Add(Pow(Symbol('Y'), Integer(2)), Symbol('Y'), Integer(1)), Add(Pow(Symbol('Y'), Integer(6)), Mul(Integer(-1), Integer(3), Pow(Symbol('Y'), Integer(5))), Mul(Integer(8), Pow(Symbol('Y'), Integer(4))), Mul(Integer(-1), Integer(8), Pow(Symbol('Y'), Integer(3))), Mul(Integer(8), Pow(Symbol('Y'), Integer(2))), Mul(Integer(-1), Integer(3), Symbol('Y')), Integer(1)))",Yamada (Y**2 + 1)*(Y**2 + Y + 1)*(Y**6 - 3*Y**5 + 8*Y**4 - 8*Y**3 + 8*Y**2 - 3*Y + 1),yamada,(Y**2 + 1)*(Y**2 + Y + 1)*(Y**6 - 3*Y**5 + 8*Y**4 - 8*Y**3 + 8*Y**2 - 3*Y + 1),11,12,4,5,"[3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0]",132,True,24424,0.093170166015625,4,-1,5,False,[],235,13308,26560,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8854463751607885,1.5000000000000004,0.6002764116308872,0.44203941568388505,True,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c000.json.gz,0.016071040998212993,0.014589958009310067,0.02768187498440966,0.11304908304009587,0.04468079097568989,0.2720209580147639,,spatial-yamada,signed-minimum-degree-zero,"{'rotation_angles': (-74.97919282313819, -34.74708227220226, 64.78864084580074), 'rotation_order': 'ZYX', 'num_crossings': 2, 'pd_code': 'V[];V[3,0,2];V[4,5,3];V[7,6,1];V[10,9,6];V[11,9,2];V[13,12,5];V[4,15,8];V[10,14,15];V[];V[];X[14,7,13,8];X[12,1,11,0]'}",True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.015,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","yamada:Mul(Integer(-1), Add(Pow(Symbol('Y'), Integer(2)), Integer(1)), Add(Pow(Symbol('Y'), Integer(2)), Symbol('Y'), Integer(1)), Add(Pow(Symbol('Y'), Integer(6)), Mul(Integer(-1), Integer(3), Pow(Symbol('Y'), Integer(5))), Mul(Integer(8), Pow(Symbol('Y'), Integer(4))), Mul(Integer(-1), Integer(8), Pow(Symbol('Y'), Integer(3))), Mul(Integer(8), Pow(Symbol('Y'), Integer(2))), Mul(Integer(-1), Integer(3), Symbol('Y')), Integer(1)))",Yamada -(Y**2 + 1)*(Y**2 + Y + 1)*(Y**6 - 3*Y**5 + 8*Y**4 - 8*Y**3 + 8*Y**2 - 3*Y + 1),yamada,-(Y**2 + 1)*(Y**2 + Y + 1)*(Y**6 - 3*Y**5 + 8*Y**4 - 8*Y**3 + 8*Y**2 - 3*Y + 1),8,12,1,5,"[3, 3, 3, 3, 3, 3, 3, 3]",133,True,24838,0.09474945068359375,1,-4,5,False,[],255,13167,26294,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8854463751607885,1.4850000000000005,0.594568833883018,0.43867057543751464,True,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c001.json.gz,0.016071040998212993,0.014353832986671478,0.02141054201638326,0.08939329197164625,0.0452027500141412,0.1911668329848908,,spatial-yamada,signed-minimum-degree-zero,"{'rotation_angles': (-74.97919282313819, -34.74708227220226, 64.78864084580074), 'rotation_order': 'ZYX', 'num_crossings': 2, 'pd_code': 'V[3,0,2];V[4,5,3];V[7,6,1];V[10,9,6];V[11,9,2];V[13,12,5];V[4,15,8];V[10,14,15];X[14,7,13,8];X[11,0,12,1]'}",True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.03,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",215,True,25063,0.09560775756835938,1,-7,8,False,[],273,13224,26416,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8854463751607885,1.4700000000000004,0.5889338152520256,0.43535246051079723,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c002.json.gz,0.016071040998212993,0.014870457991492003,0.024966207973193377,0.0,0.0671219170326367,0.14020570798311383,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.045,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",218,True,25327,0.09661483764648438,1,-7,8,False,[],275,13152,26272,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8854463751607885,1.4550000000000005,0.583366317719678,0.43208667187977184,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c003.json.gz,0.016071040998212993,0.015091957990080118,0.03152387496083975,0.0,0.04384679195936769,0.11535591597203165,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.06,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",218,True,25327,0.09661483764648438,1,-7,8,False,[],275,13152,26284,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8854463751607885,1.4400000000000004,0.5778728132479732,0.4288800934141716,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c004.json.gz,0.016071040998212993,0.016451167000923306,0.03069783397950232,0.0,0.09467750001931563,0.16452562500489876,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.075,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=11;b=0;gcomp=1;beta=11;deg=((3, 20),);wl=b7070e7b808157e9ed8a7b77fb7ccb4d","core h=11, beta=11, deg=((3, 20),), WL=b7070e7b80",large-core,,20,30,1,11,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",246,True,25537,0.09741592407226562,1,-10,11,False,[],280,13203,26386,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8854463751607885,1.4250000000000005,0.5724490241499277,0.42573529461150633,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c005.json.gz,0.016071040998212993,0.014972749981097877,0.033838917035609484,0.0,0.045175708015449345,0.11822866601869464,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.09,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=14;b=0;gcomp=1;beta=14;deg=((3, 14), (6, 3));wl=5a83bc3703a866a643529a7fe21dc569","core h=14, beta=14, deg=((3, 14), (6, 3)), WL=5a83bc3703",large-core,,17,30,1,14,"[6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",248,False,25873,0.09869766235351562,1,-13,14,False,[],281,13314,26620,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8854463751607885,1.4100000000000004,0.5671061712028751,0.4226456446785882,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c006.json.gz,0.016071040998212993,0.01548366597853601,0.0324277090257965,0.0,0.042987082968465984,0.1147156250081025,,not-evaluated,,,False,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.105,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=14;b=0;gcomp=1;beta=14;deg=((3, 14), (6, 3));wl=5a83bc3703a866a643529a7fe21dc569","core h=14, beta=14, deg=((3, 14), (6, 3)), WL=5a83bc3703",large-core,,17,30,1,14,"[6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",248,False,25873,0.09869766235351562,1,-13,14,False,[],281,13314,26620,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8854463751607885,1.405626121623441,0.5618384709204852,0.41962099079877146,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c007.json.gz,0.016071040998212993,0.015085457998793572,0.03159070899710059,0.0,0.04758483299519867,0.12306399998487905,,not-evaluated,,,False,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.12,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=14;b=0;gcomp=1;beta=14;deg=((3, 14), (6, 3));wl=5a83bc3703a866a643529a7fe21dc569","core h=14, beta=14, deg=((3, 14), (6, 3)), WL=5a83bc3703",large-core,,17,30,1,14,"[6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",248,False,26278,0.10024261474609375,1,-13,14,False,[],283,13257,26530,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8854463751607885,1.405626121623441,0.556648034464321,0.41666048385773463,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c008.json.gz,0.016071040998212993,0.01616537501104176,0.03490437497384846,0.0,0.046488040999975055,0.12541037501068786,,not-evaluated,,,False,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.135,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=14;b=0;gcomp=1;beta=14;deg=((3, 14), (6, 3));wl=5a83bc3703a866a643529a7fe21dc569","core h=14, beta=14, deg=((3, 14), (6, 3)), WL=5a83bc3703",large-core,,17,30,1,14,"[6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",248,False,26707,0.10187911987304688,1,-13,14,False,[],284,13365,26770,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8854463751607885,1.405626121623441,0.5515284796373638,0.41377340496581944,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c009.json.gz,0.016071040998212993,0.015345291001722217,0.04188904201146215,0.0,0.047224875015672296,0.13111650000791997,,not-evaluated,,,False,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.15,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=11;b=0;gcomp=1;beta=11;deg=((3, 20),);wl=b7070e7b808157e9ed8a7b77fb7ccb4d","core h=11, beta=11, deg=((3, 20),), WL=b7070e7b80",large-core,,20,30,1,11,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",235,True,27043,0.10316085815429688,1,-10,11,False,[],285,13458,26944,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.8956286400469249,1.405626121623441,0.5464851931958594,0.41095508826453686,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c010.json.gz,0.016071040998212993,0.015964250022079796,0.03896675002761185,0.0,0.04741175001254305,0.12792491598520428,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.16499999999999998,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",220,True,27148,0.1035614013671875,1,-7,8,False,[],275,13488,27004,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.9039043442782039,1.405626121623441,0.5415118817787132,0.40820715655421685,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c011.json.gz,0.016071040998212993,0.01690508401952684,0.03343241603579372,0.0,0.04711245797807351,0.12348754098638892,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.18,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",222,True,27361,0.10437393188476562,1,-7,8,False,[],273,13701,27442,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.9039043442782039,1.405626121623441,0.536613782888343,0.40552296596202614,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c012.json.gz,0.016071040998212993,0.01556404196890071,0.028744917013682425,0.0,0.04526254197116941,0.11453595798229799,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.195,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",221,True,27568,0.10516357421875,1,-7,8,False,[],272,13737,27514,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.9039043442782039,1.405626121623441,0.5317836905392349,0.40291262483720536,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c013.json.gz,0.016071040998212993,0.015419707982800901,0.025249250000342727,0.0,0.04487824998795986,0.10769945802167058,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.21,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",221,True,27568,0.10516357421875,1,-7,8,False,[],272,13737,27502,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.9039043442782039,1.405626121623441,0.5270239645169456,0.4003764552006906,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c014.json.gz,0.016071040998212993,0.0348378749913536,0.031335958978161216,0.0,0.04458500002510846,0.13416512496769428,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.22499999999999998,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",221,True,27568,0.10516357421875,1,-7,8,False,[],272,13746,27556,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.9039043442782039,1.405626121623441,0.5223354958354685,0.3979168401178664,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c015.json.gz,0.016071040998212993,0.016047917015384883,0.025300250039435923,0.0,0.045096791989635676,0.10944170801667497,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.24,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",223,True,28108,0.1072235107421875,1,-7,8,False,[],275,13845,27730,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.9039043442782039,1.405626121623441,0.5177228585176348,0.39553163798421576,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c016.json.gz,0.016071040998212993,0.01552308298414573,0.025004124967381358,0.0,0.04634174995590001,0.1098989580059424,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.255,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",226,True,28318,0.10802459716796875,1,-7,8,False,[],277,13878,27784,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.9039043442782039,1.405626121623441,0.5131842016633865,0.39322074891670716,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c017.json.gz,0.016071040998212993,0.01607791701098904,0.025792208034545183,0.0,0.04887904098723084,0.1134413750260137,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.27,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",211,True,28543,0.10888290405273438,1,-7,8,False,[],274,13932,27868,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.9039043442782039,1.405626121623441,0.5087199534384648,0.3909904258310033,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c018.json.gz,0.016071040998212993,0.016677291016094387,0.030677375034429133,0.0,0.045128791010938585,0.1151395000051707,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.285,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",230,True,28870,0.11013031005859375,1,-7,8,False,[],275,13764,27532,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.9039043442782039,1.405626121623441,0.5043273376746262,0.3888386677993433,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c019.json.gz,0.016071040998212993,0.016072999977041036,0.02625958400312811,0.0,0.045491957978811115,0.11100958299357444,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.0,0.3,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=1;h=8;b=0;gcomp=1;beta=8;deg=((3, 14),);wl=291a37ad1b21709bf5b0f41f8f272d4d","core h=8, beta=8, deg=((3, 14),), WL=291a37ad1b",large-core,,14,21,1,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",230,True,28870,0.11013031005859375,1,-7,8,False,[],275,13764,27544,0,0,True,-1.5000000000000004,1.5000000000000004,0.0,0.8639937314380337,-0.9039043442782039,1.405626121623441,0.5000133630170661,0.3867677710879829,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda000_c020.json.gz,0.016071040998212993,0.016417334030847996,0.025081457977648824,0.0,0.04530674999114126,0.10929191700415686,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.05,0.0,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=4;h=8;b=0;gcomp=4;beta=8;deg=((0, 3), (3, 14));wl=1960e0ac2a02908fa2f2a24674bfb21e","core h=8, beta=8, deg=((0, 3), (3, 14)), WL=1960e0ac2a",large-core,,17,21,4,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0]",190,True,24448,0.09326171875,4,-4,8,False,[],254,13260,26468,0,0,True,-1.4603553390593276,1.4250000000000003,6.49424679568869e-05,0.8211800332145632,-0.8554356586353175,1.4250000000000003,0.5840364554001083,0.42502797934406517,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda001_c000.json.gz,0.01034208299824968,0.014659208012744784,0.027797124988865107,0.0,0.040208541962783784,0.10481337498640642,,not-evaluated,,,True,True,True,0
gyroid_to_diamond,Gyroid -> Diamond,gyroid,diamond,0.05,0.015,64,"((-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345), (-7.0685834705770345, 7.0685834705770345))","Omega(lambda,c) = {r : F_lambda(r) <= c and Phi_domain(r) <= 0}","core:ic=4;h=8;b=0;gcomp=4;beta=8;deg=((0, 3), (3, 14));wl=1960e0ac2a02908fa2f2a24674bfb21e","core h=8, beta=8, deg=((0, 3), (3, 14)), WL=1960e0ac2a",large-core,,17,21,4,8,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0]",193,True,24568,0.093719482421875,4,-4,8,False,[],254,13128,26216,0,0,True,-1.4603553390593276,1.4250000000000003,6.49424679568869e-05,0.8211800332145632,-0.8596255294727245,1.4100000000000004,0.5784123391141448,0.4219211942627842,False,_build/arxiv_revision/tpms_n64/geometry/gyroid_to_diamond_lambda001_c001.json.gz,0.01034208299824968,0.014175290998537093,0.027432333037722856,0.0,0.04372008400969207,0.10605791700072587,,not-evaluated,,,True,True,True,0
